page,rubric,sub_rubric,complete_rubric,remedy,grade
90,"UNCONSCIOUSNESS: Absin., acet-ac., Acon., aesc., aeth., agar., ail., alum., am-c., am-m., ambr., amyg., anac., ant-c., ant-t., anthr., apis., apoc., arg-n., arn., ars-h., ars., arum-t., asar., aster., bapt., Bar-c., bar-m., Bell., bism., bov., bry., bufo., cact., cadm., calad., calc., camph., Cann-i., cann-s., canth., carb-ac., carb-h., carb-o., carb-s., carb-v., caust., cham., chel., chin-s., chin., chlol., cic., cimic., cina., Cocc., coff., colch., con., cor-r., croc., crot-c., crot-h., cupr., cycl., dig., dulc., elaps., ether., eupho., ferr-ar., ferr., fl-ac., gels., glon., graph., guai., ham., Hell., hep., Hydr-ac., Hyos., Ign., ip., kali-bi., kali-br., kali-c., kali-i., kali-n., kreos., lac-d., Lach., lact., laur., led., lyc., mag-m., manc., merc-c., merc., mez., Mosch., mur-ac., naja., nat-c., nat-m., nat-p., nit-ac., Nux-m., nux-v., oena., ol-an., olnd., Op., ox-ac., petr., Ph-ac., phos., plat., plb., Puls., ran-b., rheum., rhod., rhus-t., ruta., sabad., sabin., sars., sec., sel., sep., sil., sol-n., spig., squil., stann., staph., stram., sul-ac., sulph., tab., tanac., tarax., tax., ter., valer., verat-v., verat., verb., vesp., viol-o., vip., visc., zinc","UNCONSCIOUSNESS, alternating with restlessness during fever, dream, as in a","Mind, UNCONSCIOUSNESS: Absin., acet-ac., Acon., aesc., aeth., agar., ail., alum., am-c., am-m., ambr., amyg., anac., ant-c., ant-t., anthr., apis., apoc., arg-n., arn., ars-h., ars., arum-t., asar., aster., bapt., Bar-c., bar-m., Bell., bism., bov., bry., bufo., cact., cadm., calad., calc., camph., Cann-i., cann-s., canth., carb-ac., carb-h., carb-o., carb-s., carb-v., caust., cham., chel., chin-s., chin., chlol., cic., cimic., cina., Cocc., coff., colch., con., cor-r., croc., crot-c., crot-h., cupr., cycl., dig., dulc., elaps., ether., eupho., ferr-ar., ferr., fl-ac., gels., glon., graph., guai., ham., Hell., hep., Hydr-ac., Hyos., Ign., ip., kali-bi., kali-br., kali-c., kali-i., kali-n., kreos., lac-d., Lach., lact., laur., led., lyc., mag-m., manc., merc-c., merc., mez., Mosch., mur-ac., naja., nat-c., nat-m., nat-p., nit-ac., Nux-m., nux-v., oena., ol-an., olnd., Op., ox-ac., petr., Ph-ac., phos., plat., plb., Puls., ran-b., rheum., rhod., rhus-t., ruta., sabad., sabin., sars., sec., sel., sep., sil., sol-n., spig., squil., stann., staph., stram., sul-ac., sulph., tab., tanac., tarax., tax., ter., valer., verat-v., verat., verb., vesp., viol-o., vip., visc., zinc, UNCONSCIOUSNESS, alternating with restlessness during fever, dream, as in a",valer,1
90,"UNCONSCIOUSNESS: Absin., acet-ac., Acon., aesc., aeth., agar., ail., alum., am-c., am-m., ambr., amyg., anac., ant-c., ant-t., anthr., apis., apoc., arg-n., arn., ars-h., ars., arum-t., asar., aster., bapt., Bar-c., bar-m., Bell., bism., bov., bry., bufo., cact., cadm., calad., calc., camph., Cann-i., cann-s., canth., carb-ac., carb-h., carb-o., carb-s., carb-v., caust., cham., chel., chin-s., chin., chlol., cic., cimic., cina., Cocc., coff., colch., con., cor-r., croc., crot-c., crot-h., cupr., cycl., dig., dulc., elaps., ether., eupho., ferr-ar., ferr., fl-ac., gels., glon., graph., guai., ham., Hell., hep., Hydr-ac., Hyos., Ign., ip., kali-bi., kali-br., kali-c., kali-i., kali-n., kreos., lac-d., Lach., lact., laur., led., lyc., mag-m., manc., merc-c., merc., mez., Mosch., mur-ac., naja., nat-c., nat-m., nat-p., nit-ac., Nux-m., nux-v., oena., ol-an., olnd., Op., ox-ac., petr., Ph-ac., phos., plat., plb., Puls., ran-b., rheum., rhod., rhus-t., ruta., sabad., sabin., sars., sec., sel., sep., sil., sol-n., spig., squil., stann., staph., stram., sul-ac., sulph., tab., tanac., tarax., tax., ter., valer., verat-v., verat., verb., vesp., viol-o., vip., visc., zinc","UNCONSCIOUSNESS, alternating with restlessness during fever, dream, as in a","Mind, UNCONSCIOUSNESS: Absin., acet-ac., Acon., aesc., aeth., agar., ail., alum., am-c., am-m., ambr., amyg., anac., ant-c., ant-t., anthr., apis., apoc., arg-n., arn., ars-h., ars., arum-t., asar., aster., bapt., Bar-c., bar-m., Bell., bism., bov., bry., bufo., cact., cadm., calad., calc., camph., Cann-i., cann-s., canth., carb-ac., carb-h., carb-o., carb-s., carb-v., caust., cham., chel., chin-s., chin., chlol., cic., cimic., cina., Cocc., coff., colch., con., cor-r., croc., crot-c., crot-h., cupr., cycl., dig., dulc., elaps., ether., eupho., ferr-ar., ferr., fl-ac., gels., glon., graph., guai., ham., Hell., hep., Hydr-ac., Hyos., Ign., ip., kali-bi., kali-br., kali-c., kali-i., kali-n., kreos., lac-d., Lach., lact., laur., led., lyc., mag-m., manc., merc-c., merc., mez., Mosch., mur-ac., naja., nat-c., nat-m., nat-p., nit-ac., Nux-m., nux-v., oena., ol-an., olnd., Op., ox-ac., petr., Ph-ac., phos., plat., plb., Puls., ran-b., rheum., rhod., rhus-t., ruta., sabad., sabin., sars., sec., sel., sep., sil., sol-n., spig., squil., stann., staph., stram., sul-ac., sulph., tab., tanac., tarax., tax., ter., valer., verat-v., verat., verb., vesp., viol-o., vip., visc., zinc, UNCONSCIOUSNESS, alternating with restlessness during fever, dream, as in a",verat,2
90,"UNCONSCIOUSNESS: Absin., acet-ac., Acon., aesc., aeth., agar., ail., alum., am-c., am-m., ambr., amyg., anac., ant-c., ant-t., anthr., apis., apoc., arg-n., arn., ars-h., ars., arum-t., asar., aster., bapt., Bar-c., bar-m., Bell., bism., bov., bry., bufo., cact., cadm., calad., calc., camph., Cann-i., cann-s., canth., carb-ac., carb-h., carb-o., carb-s., carb-v., caust., cham., chel., chin-s., chin., chlol., cic., cimic., cina., Cocc., coff., colch., con., cor-r., croc., crot-c., crot-h., cupr., cycl., dig., dulc., elaps., ether., eupho., ferr-ar., ferr., fl-ac., gels., glon., graph., guai., ham., Hell., hep., Hydr-ac., Hyos., Ign., ip., kali-bi., kali-br., kali-c., kali-i., kali-n., kreos., lac-d., Lach., lact., laur., led., lyc., mag-m., manc., merc-c., merc., mez., Mosch., mur-ac., naja., nat-c., nat-m., nat-p., nit-ac., Nux-m., nux-v., oena., ol-an., olnd., Op., ox-ac., petr., Ph-ac., phos., plat., plb., Puls., ran-b., rheum., rhod., rhus-t., ruta., sabad., sabin., sars., sec., sel., sep., sil., sol-n., spig., squil., stann., staph., stram., sul-ac., sulph., tab., tanac., tarax., tax., ter., valer., verat-v., verat., verb., vesp., viol-o., vip., visc., zinc","UNCONSCIOUSNESS, alternating with restlessness during fever, dream, as in a, does not know, where he is","Mind, UNCONSCIOUSNESS: Absin., acet-ac., Acon., aesc., aeth., agar., ail., alum., am-c., am-m., ambr., amyg., anac., ant-c., ant-t., anthr., apis., apoc., arg-n., arn., ars-h., ars., arum-t., asar., aster., bapt., Bar-c., bar-m., Bell., bism., bov., bry., bufo., cact., cadm., calad., calc., camph., Cann-i., cann-s., canth., carb-ac., carb-h., carb-o., carb-s., carb-v., caust., cham., chel., chin-s., chin., chlol., cic., cimic., cina., Cocc., coff., colch., con., cor-r., croc., crot-c., crot-h., cupr., cycl., dig., dulc., elaps., ether., eupho., ferr-ar., ferr., fl-ac., gels., glon., graph., guai., ham., Hell., hep., Hydr-ac., Hyos., Ign., ip., kali-bi., kali-br., kali-c., kali-i., kali-n., kreos., lac-d., Lach., lact., laur., led., lyc., mag-m., manc., merc-c., merc., mez., Mosch., mur-ac., naja., nat-c., nat-m., nat-p., nit-ac., Nux-m., nux-v., oena., ol-an., olnd., Op., ox-ac., petr., Ph-ac., phos., plat., plb., Puls., ran-b., rheum., rhod., rhus-t., ruta., sabad., sabin., sars., sec., sel., sep., sil., sol-n., spig., squil., stann., staph., stram., sul-ac., sulph., tab., tanac., tarax., tax., ter., valer., verat-v., verat., verb., vesp., viol-o., vip., visc., zinc, UNCONSCIOUSNESS, alternating with restlessness during fever, dream, as in a, does not know, where he is",Glon,2
90,"UNCONSCIOUSNESS: Absin., acet-ac., Acon., aesc., aeth., agar., ail., alum., am-c., am-m., ambr., amyg., anac., ant-c., ant-t., anthr., apis., apoc., arg-n., arn., ars-h., ars., arum-t., asar., aster., bapt., Bar-c., bar-m., Bell., bism., bov., bry., bufo., cact., cadm., calad., calc., camph., Cann-i., cann-s., canth., carb-ac., carb-h., carb-o., carb-s., carb-v., caust., cham., chel., chin-s., chin., chlol., cic., cimic., cina., Cocc., coff., colch., con., cor-r., croc., crot-c., crot-h., cupr., cycl., dig., dulc., elaps., ether., eupho., ferr-ar., ferr., fl-ac., gels., glon., graph., guai., ham., Hell., hep., Hydr-ac., Hyos., Ign., ip., kali-bi., kali-br., kali-c., kali-i., kali-n., kreos., lac-d., Lach., lact., laur., led., lyc., mag-m., manc., merc-c., merc., mez., Mosch., mur-ac., naja., nat-c., nat-m., nat-p., nit-ac., Nux-m., nux-v., oena., ol-an., olnd., Op., ox-ac., petr., Ph-ac., phos., plat., plb., Puls., ran-b., rheum., rhod., rhus-t., ruta., sabad., sabin., sars., sec., sel., sep., sil., sol-n., spig., squil., stann., staph., stram., sul-ac., sulph., tab., tanac., tarax., tax., ter., valer., verat-v., verat., verb., vesp., viol-o., vip., visc., zinc","UNCONSCIOUSNESS, alternating with restlessness during fever, dream, as in a, does not know, where he is","Mind, UNCONSCIOUSNESS: Absin., acet-ac., Acon., aesc., aeth., agar., ail., alum., am-c., am-m., ambr., amyg., anac., ant-c., ant-t., anthr., apis., apoc., arg-n., arn., ars-h., ars., arum-t., asar., aster., bapt., Bar-c., bar-m., Bell., bism., bov., bry., bufo., cact., cadm., calad., calc., camph., Cann-i., cann-s., canth., carb-ac., carb-h., carb-o., carb-s., carb-v., caust., cham., chel., chin-s., chin., chlol., cic., cimic., cina., Cocc., coff., colch., con., cor-r., croc., crot-c., crot-h., cupr., cycl., dig., dulc., elaps., ether., eupho., ferr-ar., ferr., fl-ac., gels., glon., graph., guai., ham., Hell., hep., Hydr-ac., Hyos., Ign., ip., kali-bi., kali-br., kali-c., kali-i., kali-n., kreos., lac-d., Lach., lact., laur., led., lyc., mag-m., manc., merc-c., merc., mez., Mosch., mur-ac., naja., nat-c., nat-m., nat-p., nit-ac., Nux-m., nux-v., oena., ol-an., olnd., Op., ox-ac., petr., Ph-ac., phos., plat., plb., Puls., ran-b., rheum., rhod., rhus-t., ruta., sabad., sabin., sars., sec., sel., sep., sil., sol-n., spig., squil., stann., staph., stram., sul-ac., sulph., tab., tanac., tarax., tax., ter., valer., verat-v., verat., verb., vesp., viol-o., vip., visc., zinc, UNCONSCIOUSNESS, alternating with restlessness during fever, dream, as in a, does not know, where he is",merc,1
90,"UNCONSCIOUSNESS: Absin., acet-ac., Acon., aesc., aeth., agar., ail., alum., am-c., am-m., ambr., amyg., anac., ant-c., ant-t., anthr., apis., apoc., arg-n., arn., ars-h., ars., arum-t., asar., aster., bapt., Bar-c., bar-m., Bell., bism., bov., bry., bufo., cact., cadm., calad., calc., camph., Cann-i., cann-s., canth., carb-ac., carb-h., carb-o., carb-s., carb-v., caust., cham., chel., chin-s., chin., chlol., cic., cimic., cina., Cocc., coff., colch., con., cor-r., croc., crot-c., crot-h., cupr., cycl., dig., dulc., elaps., ether., eupho., ferr-ar., ferr., fl-ac., gels., glon., graph., guai., ham., Hell., hep., Hydr-ac., Hyos., Ign., ip., kali-bi., kali-br., kali-c., kali-i., kali-n., kreos., lac-d., Lach., lact., laur., led., lyc., mag-m., manc., merc-c., merc., mez., Mosch., mur-ac., naja., nat-c., nat-m., nat-p., nit-ac., Nux-m., nux-v., oena., ol-an., olnd., Op., ox-ac., petr., Ph-ac., phos., plat., plb., Puls., ran-b., rheum., rhod., rhus-t., ruta., sabad., sabin., sars., sec., sel., sep., sil., sol-n., spig., squil., stann., staph., stram., sul-ac., sulph., tab., tanac., tarax., tax., ter., valer., verat-v., verat., verb., vesp., viol-o., vip., visc., zinc","UNCONSCIOUSNESS, alternating with restlessness during fever, dream, as in a, does not know, where he is","Mind, UNCONSCIOUSNESS: Absin., acet-ac., Acon., aesc., aeth., agar., ail., alum., am-c., am-m., ambr., amyg., anac., ant-c., ant-t., anthr., apis., apoc., arg-n., arn., ars-h., ars., arum-t., asar., aster., bapt., Bar-c., bar-m., Bell., bism., bov., bry., bufo., cact., cadm., calad., calc., camph., Cann-i., cann-s., canth., carb-ac., carb-h., carb-o., carb-s., carb-v., caust., cham., chel., chin-s., chin., chlol., cic., cimic., cina., Cocc., coff., colch., con., cor-r., croc., crot-c., crot-h., cupr., cycl., dig., dulc., elaps., ether., eupho., ferr-ar., ferr., fl-ac., gels., glon., graph., guai., ham., Hell., hep., Hydr-ac., Hyos., Ign., ip., kali-bi., kali-br., kali-c., kali-i., kali-n., kreos., lac-d., Lach., lact., laur., led., lyc., mag-m., manc., merc-c., merc., mez., Mosch., mur-ac., naja., nat-c., nat-m., nat-p., nit-ac., Nux-m., nux-v., oena., ol-an., olnd., Op., ox-ac., petr., Ph-ac., phos., plat., plb., Puls., ran-b., rheum., rhod., rhus-t., ruta., sabad., sabin., sars., sec., sel., sep., sil., sol-n., spig., squil., stann., staph., stram., sul-ac., sulph., tab., tanac., tarax., tax., ter., valer., verat-v., verat., verb., vesp., viol-o., vip., visc., zinc, UNCONSCIOUSNESS, alternating with restlessness during fever, dream, as in a, does not know, where he is",nux-m,2
90,"UNCONSCIOUSNESS: Absin., acet-ac., Acon., aesc., aeth., agar., ail., alum., am-c., am-m., ambr., amyg., anac., ant-c., ant-t., anthr., apis., apoc., arg-n., arn., ars-h., ars., arum-t., asar., aster., bapt., Bar-c., bar-m., Bell., bism., bov., bry., bufo., cact., cadm., calad., calc., camph., Cann-i., cann-s., canth., carb-ac., carb-h., carb-o., carb-s., carb-v., caust., cham., chel., chin-s., chin., chlol., cic., cimic., cina., Cocc., coff., colch., con., cor-r., croc., crot-c., crot-h., cupr., cycl., dig., dulc., elaps., ether., eupho., ferr-ar., ferr., fl-ac., gels., glon., graph., guai., ham., Hell., hep., Hydr-ac., Hyos., Ign., ip., kali-bi., kali-br., kali-c., kali-i., kali-n., kreos., lac-d., Lach., lact., laur., led., lyc., mag-m., manc., merc-c., merc., mez., Mosch., mur-ac., naja., nat-c., nat-m., nat-p., nit-ac., Nux-m., nux-v., oena., ol-an., olnd., Op., ox-ac., petr., Ph-ac., phos., plat., plb., Puls., ran-b., rheum., rhod., rhus-t., ruta., sabad., sabin., sars., sec., sel., sep., sil., sol-n., spig., squil., stann., staph., stram., sul-ac., sulph., tab., tanac., tarax., tax., ter., valer., verat-v., verat., verb., vesp., viol-o., vip., visc., zinc","UNCONSCIOUSNESS, alternating with restlessness during fever, dream, as in a, does not know, where he is","Mind, UNCONSCIOUSNESS: Absin., acet-ac., Acon., aesc., aeth., agar., ail., alum., am-c., am-m., ambr., amyg., anac., ant-c., ant-t., anthr., apis., apoc., arg-n., arn., ars-h., ars., arum-t., asar., aster., bapt., Bar-c., bar-m., Bell., bism., bov., bry., bufo., cact., cadm., calad., calc., camph., Cann-i., cann-s., canth., carb-ac., carb-h., carb-o., carb-s., carb-v., caust., cham., chel., chin-s., chin., chlol., cic., cimic., cina., Cocc., coff., colch., con., cor-r., croc., crot-c., crot-h., cupr., cycl., dig., dulc., elaps., ether., eupho., ferr-ar., ferr., fl-ac., gels., glon., graph., guai., ham., Hell., hep., Hydr-ac., Hyos., Ign., ip., kali-bi., kali-br., kali-c., kali-i., kali-n., kreos., lac-d., Lach., lact., laur., led., lyc., mag-m., manc., merc-c., merc., mez., Mosch., mur-ac., naja., nat-c., nat-m., nat-p., nit-ac., Nux-m., nux-v., oena., ol-an., olnd., Op., ox-ac., petr., Ph-ac., phos., plat., plb., Puls., ran-b., rheum., rhod., rhus-t., ruta., sabad., sabin., sars., sec., sel., sep., sil., sol-n., spig., squil., stann., staph., stram., sul-ac., sulph., tab., tanac., tarax., tax., ter., valer., verat-v., verat., verb., vesp., viol-o., vip., visc., zinc, UNCONSCIOUSNESS, alternating with restlessness during fever, dream, as in a, does not know, where he is",petr,2
90,"UNCONSCIOUSNESS: Absin., acet-ac., Acon., aesc., aeth., agar., ail., alum., am-c., am-m., ambr., amyg., anac., ant-c., ant-t., anthr., apis., apoc., arg-n., arn., ars-h., ars., arum-t., asar., aster., bapt., Bar-c., bar-m., Bell., bism., bov., bry., bufo., cact., cadm., calad., calc., camph., Cann-i., cann-s., canth., carb-ac., carb-h., carb-o., carb-s., carb-v., caust., cham., chel., chin-s., chin., chlol., cic., cimic., cina., Cocc., coff., colch., con., cor-r., croc., crot-c., crot-h., cupr., cycl., dig., dulc., elaps., ether., eupho., ferr-ar., ferr., fl-ac., gels., glon., graph., guai., ham., Hell., hep., Hydr-ac., Hyos., Ign., ip., kali-bi., kali-br., kali-c., kali-i., kali-n., kreos., lac-d., Lach., lact., laur., led., lyc., mag-m., manc., merc-c., merc., mez., Mosch., mur-ac., naja., nat-c., nat-m., nat-p., nit-ac., Nux-m., nux-v., oena., ol-an., olnd., Op., ox-ac., petr., Ph-ac., phos., plat., plb., Puls., ran-b., rheum., rhod., rhus-t., ruta., sabad., sabin., sars., sec., sel., sep., sil., sol-n., spig., squil., stann., staph., stram., sul-ac., sulph., tab., tanac., tarax., tax., ter., valer., verat-v., verat., verb., vesp., viol-o., vip., visc., zinc","UNCONSCIOUSNESS, alternating with restlessness during fever, dream, as in a, does not know, where he is","Mind, UNCONSCIOUSNESS: Absin., acet-ac., Acon., aesc., aeth., agar., ail., alum., am-c., am-m., ambr., amyg., anac., ant-c., ant-t., anthr., apis., apoc., arg-n., arn., ars-h., ars., arum-t., asar., aster., bapt., Bar-c., bar-m., Bell., bism., bov., bry., bufo., cact., cadm., calad., calc., camph., Cann-i., cann-s., canth., carb-ac., carb-h., carb-o., carb-s., carb-v., caust., cham., chel., chin-s., chin., chlol., cic., cimic., cina., Cocc., coff., colch., con., cor-r., croc., crot-c., crot-h., cupr., cycl., dig., dulc., elaps., ether., eupho., ferr-ar., ferr., fl-ac., gels., glon., graph., guai., ham., Hell., hep., Hydr-ac., Hyos., Ign., ip., kali-bi., kali-br., kali-c., kali-i., kali-n., kreos., lac-d., Lach., lact., laur., led., lyc., mag-m., manc., merc-c., merc., mez., Mosch., mur-ac., naja., nat-c., nat-m., nat-p., nit-ac., Nux-m., nux-v., oena., ol-an., olnd., Op., ox-ac., petr., Ph-ac., phos., plat., plb., Puls., ran-b., rheum., rhod., rhus-t., ruta., sabad., sabin., sars., sec., sel., sep., sil., sol-n., spig., squil., stann., staph., stram., sul-ac., sulph., tab., tanac., tarax., tax., ter., valer., verat-v., verat., verb., vesp., viol-o., vip., visc., zinc, UNCONSCIOUSNESS, alternating with restlessness during fever, dream, as in a, does not know, where he is",ran-b,1
90,"UNCONSCIOUSNESS: Absin., acet-ac., Acon., aesc., aeth., agar., ail., alum., am-c., am-m., ambr., amyg., anac., ant-c., ant-t., anthr., apis., apoc., arg-n., arn., ars-h., ars., arum-t., asar., aster., bapt., Bar-c., bar-m., Bell., bism., bov., bry., bufo., cact., cadm., calad., calc., camph., Cann-i., cann-s., canth., carb-ac., carb-h., carb-o., carb-s., carb-v., caust., cham., chel., chin-s., chin., chlol., cic., cimic., cina., Cocc., coff., colch., con., cor-r., croc., crot-c., crot-h., cupr., cycl., dig., dulc., elaps., ether., eupho., ferr-ar., ferr., fl-ac., gels., glon., graph., guai., ham., Hell., hep., Hydr-ac., Hyos., Ign., ip., kali-bi., kali-br., kali-c., kali-i., kali-n., kreos., lac-d., Lach., lact., laur., led., lyc., mag-m., manc., merc-c., merc., mez., Mosch., mur-ac., naja., nat-c., nat-m., nat-p., nit-ac., Nux-m., nux-v., oena., ol-an., olnd., Op., ox-ac., petr., Ph-ac., phos., plat., plb., Puls., ran-b., rheum., rhod., rhus-t., ruta., sabad., sabin., sars., sec., sel., sep., sil., sol-n., spig., squil., stann., staph., stram., sul-ac., sulph., tab., tanac., tarax., tax., ter., valer., verat-v., verat., verb., vesp., viol-o., vip., visc., zinc","UNCONSCIOUSNESS, alternating with restlessness during fever, dream, as in a, on waking","Mind, UNCONSCIOUSNESS: Absin., acet-ac., Acon., aesc., aeth., agar., ail., alum., am-c., am-m., ambr., amyg., anac., ant-c., ant-t., anthr., apis., apoc., arg-n., arn., ars-h., ars., arum-t., asar., aster., bapt., Bar-c., bar-m., Bell., bism., bov., bry., bufo., cact., cadm., calad., calc., camph., Cann-i., cann-s., canth., carb-ac., carb-h., carb-o., carb-s., carb-v., caust., cham., chel., chin-s., chin., chlol., cic., cimic., cina., Cocc., coff., colch., con., cor-r., croc., crot-c., crot-h., cupr., cycl., dig., dulc., elaps., ether., eupho., ferr-ar., ferr., fl-ac., gels., glon., graph., guai., ham., Hell., hep., Hydr-ac., Hyos., Ign., ip., kali-bi., kali-br., kali-c., kali-i., kali-n., kreos., lac-d., Lach., lact., laur., led., lyc., mag-m., manc., merc-c., merc., mez., Mosch., mur-ac., naja., nat-c., nat-m., nat-p., nit-ac., Nux-m., nux-v., oena., ol-an., olnd., Op., ox-ac., petr., Ph-ac., phos., plat., plb., Puls., ran-b., rheum., rhod., rhus-t., ruta., sabad., sabin., sars., sec., sel., sep., sil., sol-n., spig., squil., stann., staph., stram., sul-ac., sulph., tab., tanac., tarax., tax., ter., valer., verat-v., verat., verb., vesp., viol-o., vip., visc., zinc, UNCONSCIOUSNESS, alternating with restlessness during fever, dream, as in a, on waking",Aesc,1
90,"UNCONSCIOUSNESS: Absin., acet-ac., Acon., aesc., aeth., agar., ail., alum., am-c., am-m., ambr., amyg., anac., ant-c., ant-t., anthr., apis., apoc., arg-n., arn., ars-h., ars., arum-t., asar., aster., bapt., Bar-c., bar-m., Bell., bism., bov., bry., bufo., cact., cadm., calad., calc., camph., Cann-i., cann-s., canth., carb-ac., carb-h., carb-o., carb-s., carb-v., caust., cham., chel., chin-s., chin., chlol., cic., cimic., cina., Cocc., coff., colch., con., cor-r., croc., crot-c., crot-h., cupr., cycl., dig., dulc., elaps., ether., eupho., ferr-ar., ferr., fl-ac., gels., glon., graph., guai., ham., Hell., hep., Hydr-ac., Hyos., Ign., ip., kali-bi., kali-br., kali-c., kali-i., kali-n., kreos., lac-d., Lach., lact., laur., led., lyc., mag-m., manc., merc-c., merc., mez., Mosch., mur-ac., naja., nat-c., nat-m., nat-p., nit-ac., Nux-m., nux-v., oena., ol-an., olnd., Op., ox-ac., petr., Ph-ac., phos., plat., plb., Puls., ran-b., rheum., rhod., rhus-t., ruta., sabad., sabin., sars., sec., sel., sep., sil., sol-n., spig., squil., stann., staph., stram., sul-ac., sulph., tab., tanac., tarax., tax., ter., valer., verat-v., verat., verb., vesp., viol-o., vip., visc., zinc","UNCONSCIOUSNESS, alternating with restlessness during fever, eating, after","Mind, UNCONSCIOUSNESS: Absin., acet-ac., Acon., aesc., aeth., agar., ail., alum., am-c., am-m., ambr., amyg., anac., ant-c., ant-t., anthr., apis., apoc., arg-n., arn., ars-h., ars., arum-t., asar., aster., bapt., Bar-c., bar-m., Bell., bism., bov., bry., bufo., cact., cadm., calad., calc., camph., Cann-i., cann-s., canth., carb-ac., carb-h., carb-o., carb-s., carb-v., caust., cham., chel., chin-s., chin., chlol., cic., cimic., cina., Cocc., coff., colch., con., cor-r., croc., crot-c., crot-h., cupr., cycl., dig., dulc., elaps., ether., eupho., ferr-ar., ferr., fl-ac., gels., glon., graph., guai., ham., Hell., hep., Hydr-ac., Hyos., Ign., ip., kali-bi., kali-br., kali-c., kali-i., kali-n., kreos., lac-d., Lach., lact., laur., led., lyc., mag-m., manc., merc-c., merc., mez., Mosch., mur-ac., naja., nat-c., nat-m., nat-p., nit-ac., Nux-m., nux-v., oena., ol-an., olnd., Op., ox-ac., petr., Ph-ac., phos., plat., plb., Puls., ran-b., rheum., rhod., rhus-t., ruta., sabad., sabin., sars., sec., sel., sep., sil., sol-n., spig., squil., stann., staph., stram., sul-ac., sulph., tab., tanac., tarax., tax., ter., valer., verat-v., verat., verb., vesp., viol-o., vip., visc., zinc, UNCONSCIOUSNESS, alternating with restlessness during fever, eating, after",Caust,1
90,"UNCONSCIOUSNESS: Absin., acet-ac., Acon., aesc., aeth., agar., ail., alum., am-c., am-m., ambr., amyg., anac., ant-c., ant-t., anthr., apis., apoc., arg-n., arn., ars-h., ars., arum-t., asar., aster., bapt., Bar-c., bar-m., Bell., bism., bov., bry., bufo., cact., cadm., calad., calc., camph., Cann-i., cann-s., canth., carb-ac., carb-h., carb-o., carb-s., carb-v., caust., cham., chel., chin-s., chin., chlol., cic., cimic., cina., Cocc., coff., colch., con., cor-r., croc., crot-c., crot-h., cupr., cycl., dig., dulc., elaps., ether., eupho., ferr-ar., ferr., fl-ac., gels., glon., graph., guai., ham., Hell., hep., Hydr-ac., Hyos., Ign., ip., kali-bi., kali-br., kali-c., kali-i., kali-n., kreos., lac-d., Lach., lact., laur., led., lyc., mag-m., manc., merc-c., merc., mez., Mosch., mur-ac., naja., nat-c., nat-m., nat-p., nit-ac., Nux-m., nux-v., oena., ol-an., olnd., Op., ox-ac., petr., Ph-ac., phos., plat., plb., Puls., ran-b., rheum., rhod., rhus-t., ruta., sabad., sabin., sars., sec., sel., sep., sil., sol-n., spig., squil., stann., staph., stram., sul-ac., sulph., tab., tanac., tarax., tax., ter., valer., verat-v., verat., verb., vesp., viol-o., vip., visc., zinc","UNCONSCIOUSNESS, alternating with restlessness during fever, eating, after","Mind, UNCONSCIOUSNESS: Absin., acet-ac., Acon., aesc., aeth., agar., ail., alum., am-c., am-m., ambr., amyg., anac., ant-c., ant-t., anthr., apis., apoc., arg-n., arn., ars-h., ars., arum-t., asar., aster., bapt., Bar-c., bar-m., Bell., bism., bov., bry., bufo., cact., cadm., calad., calc., camph., Cann-i., cann-s., canth., carb-ac., carb-h., carb-o., carb-s., carb-v., caust., cham., chel., chin-s., chin., chlol., cic., cimic., cina., Cocc., coff., colch., con., cor-r., croc., crot-c., crot-h., cupr., cycl., dig., dulc., elaps., ether., eupho., ferr-ar., ferr., fl-ac., gels., glon., graph., guai., ham., Hell., hep., Hydr-ac., Hyos., Ign., ip., kali-bi., kali-br., kali-c., kali-i., kali-n., kreos., lac-d., Lach., lact., laur., led., lyc., mag-m., manc., merc-c., merc., mez., Mosch., mur-ac., naja., nat-c., nat-m., nat-p., nit-ac., Nux-m., nux-v., oena., ol-an., olnd., Op., ox-ac., petr., Ph-ac., phos., plat., plb., Puls., ran-b., rheum., rhod., rhus-t., ruta., sabad., sabin., sars., sec., sel., sep., sil., sol-n., spig., squil., stann., staph., stram., sul-ac., sulph., tab., tanac., tarax., tax., ter., valer., verat-v., verat., verb., vesp., viol-o., vip., visc., zinc, UNCONSCIOUSNESS, alternating with restlessness during fever, eating, after",mag-m,2
